Name,Value,Value Type,Type,Discount Class
LOVEKATHIII40,-40,percentage,Amount Off,order
CAROLOVE40,-40,percentage,Amount Off,order
LOVEMELINA40,-40,percentage,Amount Off,order
lovemelisabella40,-40,percentage,Amount Off,order
LOVEALINE40,-40,percentage,Amount Off,order
LoveNeslihan40,-40,percentage,Amount Off,order
LOVESINAH40,-40,percentage,Amount Off,order
MILENALOVE40,-40,percentage,Amount Off,order
DANICALOVE40,-40,percentage,Amount Off,order
DIANALOVE40,-40,percentage,Amount Off,order
LISALOVE40,-40,percentage,Amount Off,order
MEIKELOVE40,-40,percentage,Amount Off,order
HANNAHLOVE40,-40,percentage,Amount Off,order
LISSYLOVE40,-40,percentage,Amount Off,order
EMILIALOVE40,-40,percentage,Amount Off,order
COSIMALOVE40,-40,percentage,Amount Off,order
CHRISTINALOVE40,-40,percentage,Amount Off,order
CARINALOVE4O,-40,percentage,Amount Off,order
KIMILOVE40,-40,percentage,Amount Off,order
ARGJENDALOVE40,-40,percentage,Amount Off,order
GIZEMLOVE40,-40,percentage,Amount Off,order
JASMINLOVE40,-40,percentage,Amount Off,order
STELLALOVE40,-40,percentage,Amount Off,order
CORINNALOVE40,-40,percentage,Amount Off,order
ZULALLOVE40,-40,percentage,Amount Off,order
CHIARALOVE40,-40,percentage,Amount Off,order
LAYLALOVE40,-40,percentage,Amount Off,order
LAYLA40,-40,percentage,Amount Off,order
MEHRNAZ40,-40,percentage,Amount Off,order
MELTEM40,-40,percentage,Amount Off,order
MELTEMLOVE40,-40,percentage,Amount Off,order
MEXTEXXLOVE40,-40,percentage,Amount Off,order
nelelove,-40,percentage,Amount Off,order
MIRALOVE40,-40,percentage,Amount Off,order
STEFANIELOVE40,-40,percentage,Amount Off,order
LOVESARAH40,-40,percentage,Amount Off,order
FASHIONLOVE40,-40,percentage,Amount Off,order
nicolacalove,-40,percentage,Amount Off,order
HEYELLA40,-40,percentage,Amount Off,order
HANNAHLOVE,-40,percentage,Amount Off,order
VIVI40,-40,percentage,Amount Off,order
catharinamaranca,-35,percentage,Amount Off,order
PETEKLOVE,-40,percentage,Amount Off,order
MARYYLOVE,-40,percentage,Amount Off,order
LARALOVE,-40,percentage,Amount Off,order
MARISSALOVE,-40,percentage,Amount Off,order
KRISTINLOVE,-40,percentage,Amount Off,order
JULIALOVE,-40,percentage,Amount Off,order
JESSICALOVE,-40,percentage,Amount Off,order
JESSICAGINKEL40,-40,percentage,Amount Off,order
FRANZILOVE,-40,percentage,Amount Off,order
ARIGONALOVE,-40,percentage,Amount Off,order
DEBORAHLOVE,-40,percentage,Amount Off,order
ANNAMARIALOVE,-40,percentage,Amount Off,order
CANDYLOVE,-40,percentage,Amount Off,order
CHARLINELOVE,-40,percentage,Amount Off,order
ROMILOVE,-50,percentage,Amount Off,order
ILONALOVE,-40,percentage,Amount Off,order
CAROLOVE,-50,percentage,Amount Off,order
LENALOVE,-40,percentage,Amount Off,order
LIVLOVE,-40,percentage,Amount Off,order
PEACHYLOVE,-40,percentage,Amount Off,order
ROMYLOVE,-40,percentage,Amount Off,order
RIKELOVE,-40,percentage,Amount Off,order
SILVILOVE40,-40,percentage,Amount Off,order
SUNNYLOVE,-40,percentage,Amount Off,order
treatyourself,-40,percentage,Amount Off,order
LENIISST40,-40,percentage,Amount Off,order
KARINLOVE,-40,percentage,Amount Off,order
LOVEME,-11,percentage,Amount Off,order
MAMISARAH40,-40,percentage,Amount Off,order
VIKTORIIA40,-40,percentage,Amount Off,order
LOVE40,-40,percentage,Amount Off,order
HEYJANA40,-40,percentage,Amount Off,order
BARBIE40,-40,percentage,Amount Off,order
HAYLEY40,-40,percentage,Amount Off,order
HEYFRANZI40,-40,percentage,Amount Off,order
nicolettelove40,-40,percentage,Amount Off,order
CARINALOVE40,-40,percentage,Amount Off,order
Lovejanine40,-40,percentage,Amount Off,order
FITFRANZI40,-40,percentage,Amount Off,order
LOVEAYLIN40,-40,percentage,Amount Off,order
ROXI40,-40,percentage,Amount Off,order
Ekaterina40,-40,percentage,Amount Off,order
EKI40,-40,percentage,Amount Off,order
RONJA40,-40,percentage,Amount Off,order
LEAMARIE40,-40,percentage,Amount Off,order
NINANOEL40,-40,percentage,Amount Off,order
YARA40,-40,percentage,Amount Off,order
ELFI40,-40,percentage,Amount Off,order
LOUISCHEN40,-40,percentage,Amount Off,order
LANIA40,-40,percentage,Amount Off,order
GLORIA40,-40,percentage,Amount Off,order
PIA40,-40,percentage,Amount Off,order
HEYSABRINA,-40,percentage,Amount Off,order
JULIANE40,-40,percentage,Amount Off,order
KATHIFASHION,-40,percentage,Amount Off,order
regendelfin40,-40,percentage,Amount Off,order
Olivia40,-40,percentage,Amount Off,order
VES40,-40,percentage,Amount Off,order
heyevelyn40,-40,percentage,Amount Off,order
kattia40,-40,percentage,Amount Off,order
HEYCHRISTINA,-40,percentage,Amount Off,order
nadinetrompka40,-40,percentage,Amount Off,order
lilih40,-40,percentage,Amount Off,order
HiJessica40,-40,percentage,Amount Off,order
jenefer40,-40,percentage,Amount Off,order
anahita40,-40,percentage,Amount Off,order
giuliagroth40,-40,percentage,Amount Off,order
ANNAMFRIDAY,-50,percentage,Amount Off,order
FridayFam,-50,percentage,Amount Off,order
BIANCAFRIDAY,-50,percentage,Amount Off,order
Schanna40,-40,percentage,Amount Off,order
KRISTINAFRIDAY,-50,percentage,Amount Off,order
HIVANESSA40,-40,percentage,Amount Off,order
MIRIFRIDAY,-50,percentage,Amount Off,order
MIRI40,-40,percentage,Amount Off,order
STEPHFRIDAY,-50,percentage,Amount Off,order
STEPH40,-40,percentage,Amount Off,order
LUAFRIDAY,-50,percentage,Amount Off,order
LUA40,-40,percentage,Amount Off,order
DELAYLAFRIDAY,-50,percentage,Amount Off,order
DELAYLA40,-40,percentage,Amount Off,order
CANDYFRIDAY,-50,percentage,Amount Off,order
SUESSFRIDAY,-50,percentage,Amount Off,order
SUESS40,-40,percentage,Amount Off,order
CHRISTINAFRIDAY,-50,percentage,Amount Off,order
KATHIFRIDAY,-50,percentage,Amount Off,order
SABRINAFRIDAY,-50,percentage,Amount Off,order
LOUISCHENFRIDAY,-50,percentage,Amount Off,order
ELFIFRIDAY,-50,percentage,Amount Off,order
LEAMFRIDAY,-50,percentage,Amount Off,order
RONJAFRIDAY,-50,percentage,Amount Off,order
LENIFRIDAY,-50,percentage,Amount Off,order
EKIFRIDAY,-50,percentage,Amount Off,order
MAMISARAHFRIDAY,-50,percentage,Amount Off,order
BARBIEFRIDAY,-50,percentage,Amount Off,order
JANAFRIDAY,-50,percentage,Amount Off,order
VIKTORIIAFRIDAY,-50,percentage,Amount Off,order
FRANZIFRIDAY,-50,percentage,Amount Off,order
ELLAFRIDAY,-50,percentage,Amount Off,order
VERONIKAFRIDAY,-50,percentage,Amount Off,order
ANNASFRIDAY,-50,percentage,Amount Off,order
PEGGYWEEKEND,-50,percentage,Amount Off,order
HAYLEYFRIDAY,-50,percentage,Amount Off,order
ZOEFRIDAY,-50,percentage,Amount Off,order
LIISAFRIDAY,-50,percentage,Amount Off,order
LIISA40,-40,percentage,Amount Off,order
SANDRAFRIDAY,-50,percentage,Amount Off,order
LAURAFRIDAY,-50,percentage,Amount Off,order
LAURALAREEVA,-40,percentage,Amount Off,order
ROSAFRIDAY,-50,percentage,Amount Off,order
JOSEPHINEFRIDAY,-50,percentage,Amount Off,order
HIJOSEPHINE,-40,percentage,Amount Off,order
KARINFRIDAY,-50,percentage,Amount Off,order
HANNAHFRIDAY,-50,percentage,Amount Off,order
ARIGONAFRIDAY,-50,percentage,Amount Off,order
heycarina40,-40,percentage,Amount Off,order
marlene40,-40,percentage,Amount Off,order
anastasia40,-40,percentage,Amount Off,order
heyemma40,-40,percentage,Amount Off,order
PETEKFRIDAY,-50,percentage,Amount Off,order
ALEYNAFRIDAY,-50,percentage,Amount Off,order
SARAHFRIDAY,-50,percentage,Amount Off,order
BELLEFRIDAY,-50,percentage,Amount Off,order
BELLE40,-40,percentage,Amount Off,order
ALINAFRIDAY,-50,percentage,Amount Off,order
JULIAFRIDAY,-50,percentage,Amount Off,order
PAULINAFRIDAY,-50,percentage,Amount Off,order
LARISSAFRIDAY,-50,percentage,Amount Off,order
SANDRA50,-50,percentage,Amount Off,order
CYBERDIARIES,-50,percentage,Amount Off,order
VIVIFRIDAY,-50,percentage,Amount Off,order
TONIFASHION,-40,percentage,Amount Off,order
TONIFRIDAY,-50,percentage,Amount Off,order
ELEONORAFRIDAY,-50,percentage,Amount Off,order
LISSYFRIDAY,-50,percentage,Amount Off,order
heymarina40,-40,percentage,Amount Off,order
GIULIAFRIDAY,-50,percentage,Amount Off,order
jennyfriday,-50,percentage,Amount Off,order
victoriafriday,-50,percentage,Amount Off,order
andreafriday,-50,percentage,Amount Off,order
annifriday,-50,percentage,Amount Off,order
chewbaccafriday,-50,percentage,Amount Off,order
daisyfriday,-50,percentage,Amount Off,order
dannifriday,-50,percentage,Amount Off,order
elisafriday,-50,percentage,Amount Off,order
VIVI50,-50,percentage,Amount Off,order
enisafriday,-50,percentage,Amount Off,order
gingerfriday,-50,percentage,Amount Off,order
melissafriday,-50,percentage,Amount Off,order
ianafriday,-50,percentage,Amount Off,order
jannefriday,-50,percentage,Amount Off,order
jannifriday,-50,percentage,Amount Off,order
jessyfriday,-50,percentage,Amount Off,order
fitjulia50,-50,percentage,Amount Off,order
katrinfriday,-50,percentage,Amount Off,order
jilfriday,-50,percentage,Amount Off,order
jillfriday,-50,percentage,Amount Off,order
konfettifriday,-50,percentage,Amount Off,order
laurajoelle50,-50,percentage,Amount Off,order
lilafriday,-50,percentage,Amount Off,order
zuckerwattefriday,-50,percentage,Amount Off,order
mariafriday,-50,percentage,Amount Off,order
mariecurie50,-50,percentage,Amount Off,order
nadinesblog50,-50,percentage,Amount Off,order
ebrufriday,-50,percentage,Amount Off,order
nelefriday,-50,percentage,Amount Off,order
nicolefriday,-50,percentage,Amount Off,order
ninalessia50,-50,percentage,Amount Off,order
delfinfriday,-50,percentage,Amount Off,order
sepidehfriday,-50,percentage,Amount Off,order
sevdafriday,-50,percentage,Amount Off,order
svenjafriday,-50,percentage,Amount Off,order
LISAFRIDAY,-50,percentage,Amount Off,order
heylena40,-40,percentage,Amount Off,order
JESSICAFRIDAY,-50,percentage,Amount Off,order
BETULFRIDAY,-50,percentage,Amount Off,order
ILONAFRIDAY,-50,percentage,Amount Off,order
MILENAFRIDAY,-50,percentage,Amount Off,order
CAROFRIDAY,-50,percentage,Amount Off,order
DANICAFRIDAY,-50,percentage,Amount Off,order
CARO50,-50,percentage,Amount Off,order
FASHIONFRIDAY,-50,percentage,Amount Off,order
JULIA50,-50,percentage,Amount Off,order
KIMFRIDAY,-50,percentage,Amount Off,order
DIANAFRIDAY,-50,percentage,Amount Off,order
DEBORAFRIDAY,-50,percentage,Amount Off,order
KIRAFRIDAY,-50,percentage,Amount Off,order
EMILIAFRIDAY,-50,percentage,Amount Off,order
MANDYFRIDAY,-50,percentage,Amount Off,order
SARAHFRIDAY50,-50,percentage,Amount Off,order
COSIMAFRIDAY,-50,percentage,Amount Off,order
LARISSAXFRIDAY,-50,percentage,Amount Off,order
CHRISTINA50,-50,percentage,Amount Off,order
LIVFRIDAY,-50,percentage,Amount Off,order
DANIFRIDAY,-50,percentage,Amount Off,order
NICOLACAFRIDAY,-50,percentage,Amount Off,order
CARINAFRIDAY,-50,percentage,Amount Off,order
ROMYFRIDAY,-50,percentage,Amount Off,order
BEAFRIDAY,-50,percentage,Amount Off,order
BAHARFRIDAY,-50,percentage,Amount Off,order
GIZEMFRIDAY,-50,percentage,Amount Off,order
SARAHFOXX50,-50,percentage,Amount Off,order
POPULEFRIDAY,-50,percentage,Amount Off,order
SARAVIKTORIA50,-50,percentage,Amount Off,order
MARYYFRIDAY,-50,percentage,Amount Off,order
LAURAFRIDAY50,-50,percentage,Amount Off,order
SUNNYFRIDAY,-50,percentage,Amount Off,order
ARGJENDAFRIDAY,-50,percentage,Amount Off,order
MARISSAFRIDAY,-50,percentage,Amount Off,order
LAYLAFRIDAY,-50,percentage,Amount Off,order
PEACHYFRIDAY,-50,percentage,Amount Off,order
MELTEMFRIDAY,-50,percentage,Amount Off,order
MIRAFRIDAY,-50,percentage,Amount Off,order
CHIARAFRIDAY,-50,percentage,Amount Off,order
MEHRNAZFRIDAY,-50,percentage,Amount Off,order
LISA50,-50,percentage,Amount Off,order
TRENDILYFRIDAY,-50,percentage,Amount Off,order
LEAFRIDAY50,-50,percentage,Amount Off,order
CONSTANTLYFRIDAY,-50,percentage,Amount Off,order
SARAH50,-50,percentage,Amount Off,order
SYDNEYFRIDAY,-50,percentage,Amount Off,order
GINAFRIDAY,-50,percentage,Amount Off,order
PIAFRIDAY,-50,percentage,Amount Off,order
MORENAFRIDAY,-50,percentage,Amount Off,order
SOFIEFRIDAY,-50,percentage,Amount Off,order
mariaestella50,-50,percentage,Amount Off,order
ZARAFRIDAY,-50,percentage,Amount Off,order
CHRISTINFRIDAY,-50,percentage,Amount Off,order
LENYFRIDAY,-50,percentage,Amount Off,order
NATALIEFRIDAY,-50,percentage,Amount Off,order
STEFANIEFRIDAY,-50,percentage,Amount Off,order
ZAYURIFRIDAY,-50,percentage,Amount Off,order
STEFFIFRIDAY,-50,percentage,Amount Off,order
ANJACYBER50,-50,percentage,Amount Off,order
SILVIFRIDAY,-50,percentage,Amount Off,order
EMMAFRIDAY,-50,percentage,Amount Off,order
NINAFRIDAY,-50,percentage,Amount Off,order
NJOMZAFRIDAY,-50,percentage,Amount Off,order
VANESSAFRIDAY,-50,percentage,Amount Off,order
MIRA50,-50,percentage,Amount Off,order
SOPHIEFRIDAY50,-50,percentage,Amount Off,order
HANNAH50,-50,percentage,Amount Off,order
LENI50,-50,percentage,Amount Off,order
mareenfriday,-50,percentage,Amount Off,order
mareen40,-40,percentage,Amount Off,order
NICOLA50,-50,percentage,Amount Off,order
clara50,-50,percentage,Amount Off,order
DALIA50,-50,percentage,Amount Off,order
Dani50,-50,percentage,Amount Off,order
JENNY50,-50,percentage,Amount Off,order
ROMINAFRIDAY,-50,percentage,Amount Off,order
HIELENA50,-50,percentage,Amount Off,order
FRANCES50,-50,percentage,Amount Off,order
SANDY50,-50,percentage,Amount Off,order
FRANZISKAELEA50,-50,percentage,Amount Off,order
GLORIA50,-50,percentage,Amount Off,order
JANAJULIE50,-50,percentage,Amount Off,order
JANINA50,-50,percentage,Amount Off,order
KRISTINA50,-50,percentage,Amount Off,order
KATARINA50,-50,percentage,Amount Off,order
VANIA50,-50,percentage,Amount Off,order
BELLAFRIDAY,-50,percentage,Amount Off,order
LANIA50,-50,percentage,Amount Off,order
lilih50,-50,percentage,Amount Off,order
HIMAREN50,-40,percentage,Amount Off,order
LARAFRIDAY,-50,percentage,Amount Off,order
melisabella50,-50,percentage,Amount Off,order
HIALINE50,-50,percentage,Amount Off,order
Neslihan50,-50,percentage,Amount Off,order
SHOPPINATOR50,-40,percentage,Amount Off,order
PEPPERMINT50,-50,percentage,Amount Off,order
ANNETT50,-50,percentage,Amount Off,order
FITEVA50,-50,percentage,Amount Off,order
HIJANINE50,-50,percentage,Amount Off,order
HiJessica50,-40,percentage,Amount Off,order
DARYA50,-50,percentage,Amount Off,order
KAROFRIDAY,-50,percentage,Amount Off,order
DENISE50,-50,percentage,Amount Off,order
THEMAMAFRIDAY,-50,percentage,Amount Off,order
DENISEFRIDAY,-50,percentage,Amount Off,order
JUSEFRIDAY,-50,percentage,Amount Off,order
JULIAGERHARD50,-50,percentage,Amount Off,order
JESSICA50,-50,percentage,Amount Off,order
FRANCESCAFRIDAY,-50,percentage,Amount Off,order
BECCIFRIDAY,-50,percentage,Amount Off,order
FRIDAYDEBORAH,-50,percentage,Amount Off,order
ANNAMARIAFRIDAY,-50,percentage,Amount Off,order
GLÜCKFRIDAY,-40,percentage,Amount Off,order
YARAFRIDAY,-50,percentage,Amount Off,order
LILCHEN40,-40,percentage,Amount Off,order
SOPHIESFRIDAY,-50,percentage,Amount Off,order
ANTONIAFRIDAY,-50,percentage,Amount Off,order
KIMIFRIDAY,-50,percentage,Amount Off,order
BARBARAFRIDAY,-50,percentage,Amount Off,order
CORINNAFRIDAY,-50,percentage,Amount Off,order
FRONAZ50,-50,percentage,Amount Off,order
MEXTEXX50,-50,percentage,Amount Off,order
SOPHIE50,-50,percentage,Amount Off,order
HANNAHFASHION ,-40,percentage,Amount Off,order
MEGGY50,-50,percentage,Amount Off,order
MATHELLA40,-40,percentage,Amount Off,order
NADINE50,-50,percentage,Amount Off,order
DASHA50,-50,percentage,Amount Off,order
FIORELLA50,-50,percentage,Amount Off,order
ANDRINA50,-50,percentage,Amount Off,order
IRINA50,-50,percentage,Amount Off,order
GIULIE50,-50,percentage,Amount Off,order
DASHA40,-40,percentage,Amount Off,order
SASKIA50,-50,percentage,Amount Off,order
JULESCYBER,-50,percentage,Amount Off,order
IRINAB40,-40,percentage,Amount Off,order
GIULIE40,-40,percentage,Amount Off,order
LINILEINCHEN40,-40,percentage,Amount Off,order
FIORELLA40,-40,percentage,Amount Off,order
CARINA50,-50,percentage,Amount Off,order
SAM50,-50,percentage,Amount Off,order
JULIAWULF50,-50,percentage,Amount Off,order
FASHION50,-50,percentage,Amount Off,order
JASMIN50,-50,percentage,Amount Off,order
ZULAL50,-50,percentage,Amount Off,order
INES50,-50,percentage,Amount Off,order
STELLA50,-50,percentage,Amount Off,order
ANNACYBER,-50,percentage,Amount Off,order
claudia50,-50,percentage,Amount Off,order
BETULCYBER,-50,percentage,Amount Off,order
CHIARA50,-50,percentage,Amount Off,order
DAMIANA50,-50,percentage,Amount Off,order
EVELYN50,-40,percentage,Amount Off,order
SILA50,-50,percentage,Amount Off,order
JOLIEJANINE50,-50,percentage,Amount Off,order
LOUIBLOG50,-50,percentage,Amount Off,order
nadinetrompka50,-50,percentage,Amount Off,order
TATJANA50,-50,percentage,Amount Off,order
VERONIQUE50,-40,percentage,Amount Off,order
Anahita50,-50,percentage,Amount Off,order
SINAH50,-50,percentage,Amount Off,order
ALICA50,-50,percentage,Amount Off,order
TONI50,-50,percentage,Amount Off,order
KATHIII50,-50,percentage,Amount Off,order
FASHIONHIPPIE50,-50,percentage,Amount Off,order
LORENA50,-50,percentage,Amount Off,order
LISACYBER,-50,percentage,Amount Off,order
CHRISSY50,-50,percentage,Amount Off,order
CYBERTARA,-50,percentage,Amount Off,order
SUSI50,-50,percentage,Amount Off,order
EVA50,-50,percentage,Amount Off,order
EMINE50,-50,percentage,Amount Off,order
AJATCYBER,-50,percentage,Amount Off,order
SANDRACYBER,-50,percentage,Amount Off,order
ROSACYBER,-50,percentage,Amount Off,order
PAULINACYBER,-50,percentage,Amount Off,order
MARISSACYBER,-50,percentage,Amount Off,order
CANDYCYBER,-50,percentage,Amount Off,order
LARISSACYBER,-50,percentage,Amount Off,order
LYNNCYBER,-50,percentage,Amount Off,order
LENACYBER,-50,percentage,Amount Off,order
MILENA50,-50,percentage,Amount Off,order
LOUCYBER,-50,percentage,Amount Off,order
MAGGYCYBER,-50,percentage,Amount Off,order
LISAFITNESS50,-50,percentage,Amount Off,order
NEELECYBER,-50,percentage,Amount Off,order
EMILIA50,-50,percentage,Amount Off,order
ANNA50,-50,percentage,Amount Off,order
BETMUS50,-50,percentage,Amount Off,order
ALICIJA50,-50,percentage,Amount Off,order
ELISACYBER,-50,percentage,Amount Off,order
KRISTINACYBER,-50,percentage,Amount Off,order
JESSICACYBER,-50,percentage,Amount Off,order
BIANCACYBER,-50,percentage,Amount Off,order
GLÜCKCYBER,-50,percentage,Amount Off,order
iulia50,-40,percentage,Amount Off,order
svenja50,-50,percentage,Amount Off,order
THEMAMA50,-50,percentage,Amount Off,order
CYBERCHRISTINA,-50,percentage,Amount Off,order
VES50,-50,percentage,Amount Off,order
SUESS50,-50,percentage,Amount Off,order
BELLE50,-50,percentage,Amount Off,order
ANTONIA50,-50,percentage,Amount Off,order
